index_date,index_open,index_high,index_low,index_close,index_volume,index_return_pct
2026-02-04,8121.03,8194.68,8050.4,8146.72,404556000,0.2969
2026-02-05,8154.6,8214.46,8102.79,8103.88,323626200,-0.5258
2026-02-06,7945.04,8025.14,7861.69,7935.26,312234100,-2.0807
2026-02-09,7970.02,8031.87,7863.01,8031.87,310222600,1.2175
2026-02-10,8031.58,8140.86,8011.13,8131.74,374472200,1.2433
2026-02-11,8152.79,8290.97,8118.16,8290.97,545693700,1.9581
2026-02-12,8317.24,8334.02,8220.15,8265.35,379401500,-0.3089
2026-02-13,8240.01,8251.99,8170.59,8212.27,434442400,-0.6422
2026-02-18,8235.81,8310.23,8227.45,8310.23,459026600,1.1928
2026-02-19,8357.45,8376.2,8251.81,8274.08,435377400,-0.435
2026-02-20,8300.22,8328.42,8236.75,8271.77,400251500,-0.028
2026-02-23,8334.54,8397.07,8327.57,8396.08,443116900,1.5029
2026-02-24,8428.05,8437.09,8259.48,8280.83,509728100,-1.3727
2026-02-25,8318.14,8373.48,8259.75,8322.23,441816300,0.4999
2026-02-26,8351.36,8358.96,8139.82,8235.26,450264700,-1.045
2026-02-27,8211.3,8246.95,8093.75,8235.49,441200100,0.0027
2026-03-02,8092.9,8133.69,8016.83,8016.83,527702300,-2.655
2026-03-03,8059.87,8098.39,7932.52,7939.77,396162400,-0.9613
2026-03-04,7896.38,7897.81,7486.32,7577.06,485472100,-4.5682
2026-03-05,7695.35,7765.61,7678.53,7710.54,303915000,1.7615
2026-03-06,7699.47,7700.32,7500.08,7585.69,291110400,-1.6192
2026-03-09,7374.31,7403.73,7156.68,7337.37,406185700,-3.2735
2026-03-10,7443.05,7499.82,7372.82,7440.91,309617900,1.4112
2026-03-11,7484.77,7527.32,7380.81,7389.4,253162500,-0.6923
2026-03-12,7398.85,7436.5,7323.74,7362.12,234355700,-0.3692
2026-03-13,7338.82,7350.28,7132.21,7137.21,256288700,-3.0549
2026-03-16,7115.45,7120.19,6917.32,7022.29,264167600,-1.6102
2026-03-17,7074.61,7148.25,7059.89,7106.84,226881800,1.204
2026-03-25,7084.62,7302.12,7057.22,7302.12,346637800,2.7478
2026-03-26,7313.67,7323.7,7152.59,7164.09,257658000,-1.8903
2026-03-27,7136.37,7154.56,7070.21,7097.06,171896900,-0.9357
2026-03-30,7020.53,7104.64,6945.5,7091.67,221811800,-0.0759
2026-03-31,7122.99,7155.55,7031.1,7048.22,231095700,-0.6127
2026-04-01,7149.25,7207.17,7136.25,7184.44,295360000,1.9326
2026-04-02,7153.11,7161.8,7019.23,7026.78,225269500,-2.1944
2026-04-06,7001.56,7009.23,6934.89,6989.43,252607400,-0.5316
2026-04-07,7001.28,7022.04,6942.63,6971.03,225664500,-0.2632
2026-04-08,7162.41,7281.86,7118.58,7279.21,380025400,4.4209
2026-04-09,7238.46,7308.58,7191.59,7307.59,258635500,0.3899
2026-04-10,7346.49,7488.02,7346.49,7458.5,355891700,2.0651
2026-04-13,7410.08,7527.87,7351.36,7500.19,373963700,0.559
2026-04-14,7598.8,7686.35,7592.74,7675.95,487814900,2.3435
2026-04-15,7750.9,7773.58,7623.59,7623.59,463335700,-0.6822
2026-04-16,7663.34,7705.03,7575.53,7621.38,364955200,-0.0289
2026-04-17,7645.81,7673.86,7607.96,7634.0,359890300,0.1656
2026-04-20,7663.4,7692.15,7570.42,7594.11,375256000,-0.5226
2026-04-21,7560.29,7568.99,7511.83,7559.38,405582600,-0.4573
2026-04-22,7528.34,7578.05,7513.94,7541.61,459264700,-0.235
2026-04-23,7564.42,7582.5,7378.61,7378.61,503505300,-2.1614
2026-04-24,7378.07,7383.4,7115.97,7129.49,415830600,-3.3762
2026-04-27,7158.51,7230.03,7106.52,7106.52,292563300,-0.3222
2026-04-28,7128.47,7151.51,7032.98,7072.39,272860900,-0.4802
2026-04-29,7096.61,7126.06,7063.99,7101.23,398389400,0.4077
2026-04-30,7103.26,7109.0,6876.58,6956.8,451512600,-2.0338
2026-05-04,6988.92,7069.69,6946.06,6971.95,553310400,0.2178
2026-05-05,6968.57,7069.21,6921.61,7057.11,364949700,1.2214
2026-05-06,7086.34,7127.72,7049.92,7092.47,338543400,0.5011
2026-05-07,7160.79,7207.08,7107.17,7174.32,327636900,1.1541
2026-05-08,7182.96,7186.83,6969.4,6969.4,393674100,-2.8564
2026-05-11,6959.94,7001.68,6846.63,6905.62,353618500,-0.9151
2026-05-12,6946.85,6977.29,6762.88,6858.9,291969900,-0.6766
2026-05-13,6763.94,6787.35,6705.43,6723.32,263137300,-1.9767
2026-05-18,6628.98,6631.28,6398.79,6599.24,280639000,-1.8455
2026-05-19,6599.21,6635.13,6323.26,6370.68,409331400,-3.4634
2026-05-20,6352.2,6459.56,6215.56,6318.5,369455900,-0.8191
2026-05-21,6366.48,6378.81,6080.95,6094.94,318636000,-3.5382
2026-05-22,6065.63,6171.97,5966.86,6162.04,313365000,1.101
2026-05-25,6187.65,6239.59,6124.58,6206.35,240896500,0.719
2026-05-26,6201.8,6286.87,6124.79,6130.19,210088300,-1.2271
2026-05-29,6112.77,6230.5,6111.97,6127.38,391356100,-0.0458
2026-06-02,6210.0,6264.26,6143.62,6195.43,253584400,1.1105
2026-06-03,6207.1,6213.8,5842.0,5941.07,344582700,-4.1056
2026-06-04,5919.56,5924.51,5644.23,5839.79,325839700,-1.7048
2026-06-05,5846.49,5860.67,5594.11,5594.77,242414700,-4.1957
2026-06-08,5486.31,5523.94,5317.91,5342.14,259538800,-4.5154
2026-06-09,5344.69,5746.65,5318.15,5746.65,353501300,7.5721
2026-06-10,5744.06,5942.94,5677.96,5902.38,401184200,2.7099
2026-06-11,5899.27,6010.49,5784.51,5886.03,241605500,-0.2769
2026-06-12,5960.42,6074.07,5952.85,6007.66,324098600,2.0663
2026-06-15,6118.73,6345.8,6118.08,6254.97,471692100,4.1166
2026-06-17,6321.96,6377.19,6179.67,6220.74,274699900,-0.5472
2026-06-18,6191.89,6197.17,6073.72,6172.34,215751200,-0.778
2026-06-19,6161.46,6215.06,6117.31,6177.14,266832600,0.0778
2026-06-22,6217.05,6226.72,6052.94,6116.69,180410600,-0.9786
2026-06-23,6096.5,6121.77,5993.04,6101.33,198230600,-0.2511
2026-06-24,6128.27,6171.38,5876.93,5883.88,228307800,-3.564
2026-06-25,5873.07,6056.2,5864.0,5999.04,187930400,1.9572
2026-06-26,6010.34,6045.26,5830.14,5896.13,171995200,-1.7153
2026-06-29,5932.03,5942.77,5800.29,5820.79,117823200,-1.2779
2026-06-30,5801.45,5811.67,5638.57,5643.19,177538200,-3.0511
2026-07-01,5640.61,5737.74,5607.45,5695.12,157577500,0.9201
2026-07-02,5709.84,5806.71,5704.5,5744.56,172862900,0.8681
2026-07-03,5806.17,5899.3,5805.92,5875.78,158006000,2.2843
